Data_file_name,Column_name,Shapefile,Unit_count,Subject_population,Year,Measure,Variable1,Variable1_category,Field_name_alias
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_464,VAR_2_464,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,Status in employment,Employer,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Status in employment (Employer)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_465,VAR_2_465,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,Status in employment,Self-employed and without employees,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Status in employment (Self-employed and without employees)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_466,VAR_2_466,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,Status in employment,Unpaid family worker,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Status in employment (Unpaid family worker)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_467,VAR_2_467,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,Status in employment,Not elsewhere included,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Status in employment (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_468,VAR_2_468,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,Status in employment,Total,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Status in employment (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_469,VAR_2_469,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,Status in employment,Total stated,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Status in employment (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_470,VAR_2_470,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,Status in employment,Paid employee,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Status in employment (Paid employee)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_471,VAR_2_471,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,Status in employment,Employer,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Status in employment (Employer)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_472,VAR_2_472,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,Status in employment,Self-employed and without employees,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Status in employment (Self-employed and without employees)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_473,VAR_2_473,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,Status in employment,Unpaid family worker,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Status in employment (Unpaid family worker)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_474,VAR_2_474,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,Status in employment,Not elsewhere included,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Status in employment (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_475,VAR_2_475,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,Status in employment,Total,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Status in employment (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_476,VAR_2_476,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,Status in employment,Total stated,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Status in employment (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_477,VAR_2_477,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,Status in employment,Paid employee,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Status in employment (Paid employee)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_478,VAR_2_478,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,Status in employment,Employer,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Status in employment (Employer)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_479,VAR_2_479,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,Status in employment,Self-employed and without employees,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Status in employment (Self-employed and without employees)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_480,VAR_2_480,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,Status in employment,Unpaid family worker,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Status in employment (Unpaid family worker)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_481,VAR_2_481,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,Status in employment,Not elsewhere included,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Status in employment (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_482,VAR_2_482,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,Status in employment,Total,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Status in employment (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_483,VAR_2_483,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,Status in employment,Total stated,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Status in employment (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_484,VAR_2_484,Individual,Census usually resident population count aged 15 years and over,2013,Count,Unpaid activities (total responses),No activities,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Unpaid activities (No activities)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_485,VAR_2_485,Individual,Census usually resident population count aged 15 years and over,2013,Count,Unpaid activities (total responses),"Household work, cooking, repairs, gardening, etc, for own household","Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Unpaid activities (Household work, cooking, repairs, gardening, etc, for own household)"
